filename,fw_box
/home/stephanie/Dropbox/c4_tpf_extra/ktwo210675409-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo210742017-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo210774807-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo210786154-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo210963067-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo211084463-c04_lpd-targ.fits,9
/home/stephanie/Dropbox/c4_tpf_extra/ktwo211201094-c04_lpd-targ.fits,9
