K2 ID,Campaign,Object type,RA (J2000),Dec (J2000),Target Type,Investigation ID,KEP Mag,Kep Flag,Module,Output,Channel
integer,integer,substring,ra,dec,ustring,string,float,string,integer,integer,integer
211075924,4,STAR,04 15 41.407,+24 11 17.38,LC,GO4007_GO4033,10.091,gri,4,3,11
211075980,4,STAR,03 44 03.880,+24 11 20.95,LC,GO4007_GO4029_GO4033,12.687,gri,15,3,51
211075982,4,STAR,04 17 46.219,+24 11 21.01,LC,GO4020_GO4104,11.191,gri,4,3,11
211076026,4,STAR,03 46 16.010,+24 11 22.93,LC,GO4035_GO4048_GO4104,9.226,BV,15,4,52
211076066,4,STAR,03 54 54.490,+24 11 25.03,LC,GO4007_GO4033,9.920,gri,10,2,30
211076236,4,STAR,03 58 45.610,+24 11 35.12,LC,GO4020_GO4089,12.239,gri,10,1,29
211076244,4,STAR,03 47 15.277,+24 11 35.46,LC,GO4007_GO4029_GO4033_GO4060,12.194,gri,15,4,52
211076361,4,STAR,03 54 50.803,+24 11 42.04,LC,GO4020,12.909,gri,10,2,30
211076400,4,STAR,03 55 19.196,+24 11 43.99,LC,GO4007_GO4029_GO4033_GO4082,12.535,gri,10,2,30
211076425,4,STAR,03 50 38.702,+24 11 45.26,LC,GO4007_GO4029_GO4033_GO4104,11.922,gri,15,1,49
211076500,4,STAR,03 38 53.833,+24 11 48.83,LC,GO4097,15.913,JHK,15,3,51
211076519,4,STAR,03 56 37.550,+24 11 50.44,LC,GO4007_GO4020_GO4060,13.418,gri,10,2,30
211076532,4,STAR,04 10 18.458,+24 11 51.28,LC,GO4007_GO4033_GO4060,12.404,gri,4,2,10
211076650,4,STAR,03 42 41.904,+24 11 58.08,LC,GO4011_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,13.791,gri,15,3,51
211076679,4,STAR,03 57 05.436,+24 11 59.65,LC,GO4007_GO4029_GO4033,9.874,gri,10,2,30
211076722,4,STAR,04 11 38.198,+24 12 01.52,LC,GO4020,11.890,gri,4,2,10
211076778,4,STAR,03 44 00.251,+24 12 04.09,LC,GO4007_GO4020_GO4033_GO4060_GO4106,11.186,gri,15,3,51
211076815,4,STAR,04 08 23.492,+24 12 06.26,LC,GO4007_GO4033,12.793,gri,4,2,10
211076910,4,STAR,03 54 52.070,+24 12 12.70,LC,GO4007_GO4060,13.023,gri,10,2,30
211077010,4,STAR,04 13 31.847,+24 12 17.99,LC,GO4020_GO4060,13.582,gri,4,3,11
211077024,4,STAR,04 12 52.333,+24 12 18.40,LC,GO4006_GO4020_GO4097,14.464,gri,4,3,11
211077050,4,STAR,04 08 48.545,+24 12 19.61,LC,GO4007_GO4020,13.625,gri,4,2,10
211077144,4,STAR,03 38 58.441,+24 12 25.03,LC,GO4020_GO4104,10.115,gri,15,3,51
211077201,4,STAR,04 17 04.898,+24 12 28.06,LC,GO4007_GO4033_GO4060_GO4104,11.634,gri,4,3,11
211077349,4,STAR,03 42 02.866,+24 12 36.34,LC,GO4006_GO4011_GO4024_GO4032_GO4039_GO4048_GO4091_GO4097,14.896,JHK,15,3,51
211077464,4,STAR,03 48 39.902,+24 12 42.92,LC,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,15.041,JHK,15,4,52
211077494,4,STAR,03 55 58.159,+24 12 44.43,LC,GO4007_GO4020,13.139,gri,10,2,30
211077649,4,STAR,03 44 47.836,+24 12 52.79,LC,GO4006_GO4011_GO4024_GO4032_GO4048_GO4057,15.713,JHK,15,4,52
211077674,4,STAR,04 14 29.166,+24 12 53.95,LC,GO4007_GO4033,12.795,gri,4,3,11
211077695,4,STAR,04 10 09.790,+24 12 54.63,LC,GO4007_GO4020,13.332,gri,4,2,10
211077700,4,STAR,03 50 06.097,+24 12 54.75,LC,GO4007_GO4029_GO4033_GO4060_GO4064_GO4104,11.217,gri,15,1,49
211077709,4,STAR,03 47 35.549,+24 12 55.38,LC,GO4020,12.002,gri,15,4,52
211077716,4,STAR,03 40 46.762,+24 12 55.80,LC,GO4007_GO4029_GO4033_GO4060,10.876,gri,15,3,51
211077874,4,STAR,03 49 54.696,+24 13 06.00,LC,GO4021_GO4033,9.196,BV,15,1,49
211077985,4,STAR,03 48 36.702,+24 13 12.13,LC,GO4007_GO4029_GO4033_GO4069_GO4086,12.992,gri,15,4,52
211078009,4,STAR,03 45 44.413,+24 13 13.08,LC,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4074_GO4091_GO4104,10.429,gri,15,4,52
211078038,4,STAR,03 50 22.211,+24 13 14.68,LC,GO4020,12.836,gri,15,1,49
211078074,4,STAR,03 58 02.888,+24 13 16.45,LC,GO4020,13.108,gri,10,2,30
211078141,4,STAR,03 55 10.218,+24 13 20.36,LC,GO4007_GO4029_GO4033,12.013,gri,10,2,30
211078145,4,STAR,03 43 57.274,+24 13 20.49,LC,GO4024_GO4032_GO4048_GO4097,15.569,JHK,15,3,51
211078164,4,STAR,03 53 18.877,+24 13 21.35,LC,GO4007_GO4020_GO4060,13.650,gri,10,2,30
211078219,4,STAR,04 08 12.145,+24 13 24.95,LC,GO4020,12.084,gri,4,2,10
211078239,4,STAR,03 45 55.001,+24 13 26.10,LC,GO4024_GO4032_GO4048_GO4057_GO4097,14.939,JHK,15,4,52
211078279,4,STAR,03 53 43.832,+24 13 28.77,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.668,gri,10,2,30
211078380,4,STAR,03 59 52.580,+24 13 34.55,LC,GO4020,13.160,gri,10,1,29
211078384,4,STAR,03 54 45.515,+24 13 34.81,LC,GO4007_GO4029_GO4033_GO4104,10.555,gri,10,2,30
211078408,4,STAR,04 10 43.698,+24 13 35.96,LC,GO4007_GO4020_GO4060_GO4083,13.307,gri,4,2,10
211078413,4,STAR,03 50 15.259,+24 13 36.31,LC,GO4011_GO4018_GO4024_GO4032_GO4048_GO4097,15.287,JHK,15,1,49
211078559,4,STAR,03 50 10.172,+24 13 45.57,LC,GO4020,11.076,gri,15,1,49
211078589,4,STAR,03 39 20.102,+24 13 46.84,LC,GO4020,12.573,gri,15,3,51
211078648,4,STAR,03 39 35.021,+24 13 49.43,LC,GO4006_GO4097,14.716,JHK,15,3,51
211078690,4,STAR,03 47 18.132,+24 13 51.39,LC,GO4024_GO4032_GO4048_GO4091,15.598,JHK,15,4,52
211078779,4,STAR,04 12 37.634,+24 13 56.23,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.157,gri,4,3,11
211078780,4,STAR,03 43 36.692,+24 13 56.32,LC,GO4018_GO4020_GO4024_GO4032_GO4048_GO4060_GO4091,13.649,gri,15,3,51
211078923,4,STAR,04 09 52.535,+24 14 03.83,LC,GO4020_GO4089,13.679,gri,4,2,10
211078992,4,STAR,03 42 26.276,+24 14 07.90,LC,GO4011_GO4024_GO4032_GO4048_GO4097,15.479,JHK,15,3,51
211079003,4,STAR,03 56 10.284,+24 14 08.64,LC,GO4007_GO4033,12.663,JHK,10,2,30
211079023,4,STAR,03 52 53.828,+24 14 10.06,LC,GO4006_GO4011_GO4097,15.223,JHK,10,2,30
211079041,4,STAR,04 16 56.921,+24 14 11.02,LC,GO4020,13.610,gri,4,3,11
211079079,4,STAR,03 52 44.303,+24 14 13.25,LC,GO4020_GO4048,14.651,gri,10,2,30
211079106,4,STAR,03 40 26.954,+24 14 14.50,LC,GO4006_GO4024_GO4032_GO4048_GO4097,15.882,JHK,15,3,51
211079138,4,STAR,03 55 05.297,+24 14 15.98,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,10.953,gri,10,2,30
211079141,4,STAR,03 43 51.751,+24 14 16.12,LC,GO4006_GO4024_GO4032_GO4048_GO4057_GO4097,15.661,JHK,15,3,51
211079145,4,STAR,04 14 15.439,+24 14 16.23,LC,GO4020,12.486,gri,4,3,11
211079163,4,STAR,03 44 27.492,+24 14 17.26,LC,GO4011_GO4024_GO4026_GO4032_GO4048_GO4057,15.991,JHK,15,3,51
211079207,4,STAR,04 10 36.325,+24 14 19.89,LC,GO4007_GO4020_GO4060_GO4083,13.832,gri,4,2,10
211079220,4,STAR,03 40 30.353,+24 14 20.34,LC,GO4020_GO4104,11.639,gri,15,3,51
211079310,4,STAR,04 16 09.012,+24 14 25.21,LC,GO4020,12.967,JHK,4,3,11
211079332,4,STAR,03 48 25.229,+24 14 26.21,LC,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,15.226,JHK,15,4,52
211079338,4,STAR,03 39 27.965,+24 14 26.48,LC,GO4007_GO4033,11.628,gri,15,3,51
211079344,4,STAR,03 41 03.577,+24 14 26.95,LC,GO4020,12.634,gri,15,3,51
211079377,4,STAR,04 16 10.106,+24 14 28.69,LC,GO4020,12.738,JHK,4,3,11
211079450,4,STAR,04 17 14.453,+24 14 32.87,LC,GO4020,11.159,gri,4,3,11
211079480,4,STAR,03 50 06.068,+24 14 34.77,LC,GO4006_GO4011,14.810,JHK,15,1,49
211079486,4,STAR,04 14 25.854,+24 14 35.16,LC,GO4007_GO4020,13.409,gri,4,3,11
211079565,4,STAR,03 44 03.498,+24 14 38.95,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4091,12.383,gri,15,3,51
211079585,4,STAR,04 14 31.499,+24 14 40.39,LC,GO4020_GO4104,11.737,gri,4,3,11
211079650,4,STAR,03 45 29.185,+24 14 43.40,LC,GO4020,11.612,gri,15,4,52
211079676,4,STAR,03 41 59.640,+24 14 44.45,LC,GO4007_GO4029_GO4033_GO4082,12.640,gri,15,3,51
211079719,4,STAR,03 48 09.158,+24 14 47.00,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4101,12.490,gri,15,4,52
211079772,4,STAR,03 44 09.924,+24 14 49.70,LC,GO4007_GO4029_GO4033_GO4060,10.143,gri,15,3,51
211079789,4,STAR,03 59 27.175,+24 14 50.51,LC,GO4007_GO4029_GO4033,12.751,gri,10,1,29
211079794,4,STAR,03 43 50.707,+24 14 50.93,LC,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4052_GO4082_GO4091_GO4104_GO4106,11.119,gri,15,3,51
211079879,4,STAR,03 56 13.200,+24 14 55.39,LC,GO4007_GO4029_GO4033,12.803,gri,10,2,30
211079906,4,STAR,03 59 25.163,+24 14 56.58,LC,GO4048,15.361,JHK,10,1,29
211079943,4,STAR,04 13 26.148,+24 14 58.88,LC,GO4020,12.367,gri,4,3,11
211079987,4,STAR,03 43 55.333,+24 15 01.12,LC,GO4057_GO4104,9.812,gri,15,3,51
211080023,4,STAR,03 53 03.386,+24 15 03.28,LC,GO4020_GO4102,10.238,gri,10,2,30
211080127,4,STAR,04 14 29.252,+24 15 08.18,LC,GO4006_GO4097,14.895,JHK,4,3,11
211080155,4,STAR,03 45 54.551,+24 15 09.55,LC,GO4020,10.719,gri,15,4,52
211080261,4,STAR,03 58 44.072,+24 15 15.49,LC,GO4007_GO4029_GO4033,12.700,gri,10,1,29
211080431,4,STAR,03 46 43.482,+24 15 24.69,LC,GO4007_GO4029_GO4033_GO4060_GO4106,12.654,gri,15,4,52
211080435,4,STAR,04 16 36.624,+24 15 24.91,LC,GO4007_GO4033,11.103,gri,4,3,11
211080484,4,STAR,03 42 05.029,+24 15 28.34,LC,GO4007_GO4029_GO4033,12.657,gri,15,3,51
211080518,4,STAR,03 57 37.685,+24 15 30.51,LC,GO4020,10.894,gri,10,2,30
211080595,4,STAR,04 07 08.958,+24 15 34.44,LC,GO4020,13.755,gri,4,2,10
211080622,4,STAR,04 16 28.607,+24 15 36.02,LC,GO4020,11.263,gri,4,3,11
211080661,4,STAR,04 11 39.390,+24 15 37.66,LC,GO4007_GO4020_GO4060,13.355,gri,4,2,10
211080676,4,STAR,03 44 19.460,+24 15 38.91,LC,GO4007_GO4029_GO4033_GO4060_GO4091_GO4104_GO4106,11.669,gri,15,3,51
211080814,4,STAR,04 13 03.529,+24 15 47.24,LC,GO4020,13.668,gri,4,3,11
211080821,4,STAR,03 43 29.874,+24 15 47.43,LC,GO4048_GO4054_GO4060,14.842,gri,15,3,51
211080847,4,STAR,03 45 06.538,+24 15 48.65,LC,GO4012_GO4018_GO4024_GO4033_GO4035_GO4045_GO4048_GO4086,9.024,gri,15,4,52
211080862,4,STAR,04 11 19.266,+24 15 49.21,LC,GO4020,12.866,gri,4,2,10
211080873,4,STAR,04 07 24.510,+24 15 50.34,LC,GO4020,11.240,gri,4,2,10
211080974,4,STAR,03 58 09.160,+24 15 56.40,LC,GO4020_GO4104,10.907,gri,10,2,30
211080990,4,STAR,03 59 30.844,+24 15 57.23,LC,GO4020,12.915,gri,10,1,29
211081065,4,STAR,03 39 32.314,+24 16 01.41,LC,GO4024_GO4032_GO4048_GO4097,15.365,JHK,15,3,51
211081096,4,STAR,03 48 48.956,+24 16 02.60,LC,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4037_GO4048_GO4060_GO4091_GO4104,10.730,gri,15,4,52
211081122,4,STAR,03 44 09.913,+24 16 04.05,LC,GO4011_GO4024_GO4032_GO4048_GO4054_GO4091_GO4097,15.314,gri,15,3,51
211081132,4,STAR,03 48 58.932,+24 16 04.50,LC,GO4020,13.231,gri,15,4,52
211081241,4,STAR,04 11 16.354,+24 16 10.33,LC,GO4007_GO4020_GO4060,14.715,gri,4,2,10
211081278,4,STAR,03 45 43.236,+24 16 12.18,LC,GO4007_GO4029_GO4033_GO4052_GO4060_GO4091_GO4104,11.681,gri,15,4,52
211081345,4,STAR,03 42 45.936,+24 16 16.35,LC,GO4020_GO4089_GO4104,10.054,gri,15,3,51
211081449,4,STAR,03 44 16.494,+24 16 22.21,LC,GO4007_GO4029_GO4033_GO4060_GO4104,10.453,gri,15,3,51
211081477,4,STAR,03 54 46.184,+24 16 24.45,LC,GO4002_GO4020_GO4097,12.268,J,10,2,30
211081519,4,STAR,03 48 31.021,+24 16 27.10,LC,GO4089_GO4104,10.997,gri,15,4,52
211081593,4,STAR,03 44 04.841,+24 16 31.88,LC,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4104_GO4106,11.302,gri,15,3,51
211081656,4,STAR,03 47 10.054,+24 16 35.94,LC,GO4007_GO4012_GO4018_GO4024_GO4032_GO4033_GO4048,9.540,gri,15,4,52
211081671,4,STAR,03 39 24.566,+24 16 36.52,LC,GO4007_GO4020_GO4029_GO4033,12.933,gri,15,3,51
211081742,4,STAR,04 01 03.508,+24 16 40.42,LC,GO4020,12.318,gri,10,1,29
211081743,4,STAR,03 59 01.435,+24 16 40.46,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.727,gri,10,1,29
211081776,4,STAR,04 09 56.876,+24 16 42.68,LC,GO4020,13.491,gri,4,2,10
211081828,4,STAR,03 52 46.340,+24 16 45.23,LC,GO4020_GO4102,12.081,gri,10,2,30
211081949,4,STAR,03 56 25.930,+24 16 51.60,LC,GO4020_GO4024_GO4032_GO4048_GO4054_GO4060,14.291,gri,10,2,30
211081952,4,STAR,03 41 02.324,+24 16 51.75,LC,GO4020_GO4104,11.384,gri,15,3,51
211081985,4,STAR,03 48 31.054,+24 16 53.45,LC,GO4006_GO4018_GO4024_GO4032_GO4048,14.630,JHK,15,4,52
211082013,4,STAR,03 47 43.102,+24 16 55.50,LC,GO4007_GO4029_GO4033_GO4052,11.691,gri,15,4,52
211082093,4,STAR,03 42 26.622,+24 16 59.97,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.996,gri,15,3,51
211082104,4,STAR,03 55 45.700,+24 17 00.96,LC,GO4011,15.212,gri,10,2,30
211082135,4,STAR,03 40 08.188,+24 17 03.07,LC,GO4020,11.397,gri,15,3,51
211082138,4,STAR,03 40 45.170,+24 17 03.13,LC,GO4020,12.635,gri,15,3,51
211082172,4,STAR,03 42 14.972,+24 17 04.98,LC,GO4007_GO4029_GO4033,12.478,gri,15,3,51
211082270,4,STAR,04 00 00.842,+24 17 10.11,LC,GO4007_GO4029_GO4033,10.954,gri,10,1,29
211082288,4,STAR,04 09 51.581,+24 17 11.04,LC,GO4020,13.206,gri,4,2,10
211082294,4,STAR,04 11 43.382,+24 17 11.26,LC,GO4007_GO4029,13.000,gri,4,2,10
211082317,4,STAR,03 57 42.005,+24 17 12.25,LC,GO4007_GO4029_GO4033,12.397,gri,10,2,30
211082318,4,STAR,03 57 17.755,+24 17 12.29,LC,GO4007_GO4029_GO4033,12.584,gri,10,2,30
211082363,4,STAR,03 46 53.616,+24 17 15.10,LC,GO4006_GO4011_GO4020_GO4024_GO4032_GO4048_GO4097,14.246,JHK,15,4,52
211082433,4,STAR,03 56 30.419,+24 17 18.81,LC,GO4006_GO4011_GO4020_GO4039_GO4048_GO4097,13.453,JHK,10,2,30
211082436,4,STAR,03 45 41.393,+24 17 18.94,LC,GO4007_GO4012_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086,9.441,gri,15,4,52
211082457,4,STAR,03 44 14.413,+24 17 19.97,LC,GO4006_GO4011_GO4020_GO4060,13.463,gri,15,3,51
211082469,4,STAR,03 45 40.241,+24 17 20.75,LC,GO4048,15.915,JHK,15,4,52
211082538,4,STAR,03 55 07.086,+24 17 25.80,LC,GO4006_GO4048,15.295,JHK,10,2,30
211082573,4,STAR,03 48 51.433,+24 17 27.75,LC,GO4007_GO4082_GO4091,13.116,gri,15,4,52
211082656,4,STAR,03 57 34.956,+24 17 31.98,LC,GO4020_GO4089,13.156,gri,10,2,30
211082698,4,STAR,03 41 00.154,+24 17 35.01,LC,GO4007_GO4029_GO4033_GO4060,12.562,gri,15,3,51
211082710,4,STAR,03 48 16.790,+24 17 35.53,LC,GO4007_GO4029_GO4033,12.655,gri,15,4,52
211082753,4,STAR,04 09 39.488,+24 17 37.63,LC,GO4020,14.125,gri,4,2,10
211082773,4,STAR,03 41 19.594,+24 17 38.79,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.275,gri,15,3,51
211082856,4,STAR,04 14 07.501,+24 17 42.93,LC,GO4007_GO4033_GO4104,11.464,gri,4,3,11
211082883,4,STAR,03 45 51.322,+24 17 44.53,LC,GO4048,15.951,JHK,15,4,52
211083040,4,STAR,04 01 14.743,+24 17 52.36,LC,GO4020_GO4104,10.921,gri,10,1,29
211083139,4,STAR,04 16 03.385,+24 17 57.87,LC,GO4020_GO4104,10.929,gri,4,3,11
211083256,4,STAR,04 09 02.884,+24 18 03.74,LC,GO4006_GO4097,15.059,JHK,4,2,10
211083301,4,STAR,03 46 48.324,+24 18 06.29,LC,GO4018_GO4024_GO4032_GO4048,14.701,gri,15,4,52
211083317,4,STAR,03 47 40.376,+24 18 07.00,LC,GO4011_GO4018_GO4020_GO4024_GO4032_GO4048_GO4054_GO4060_GO4091,13.312,gri,15,4,52
211083343,4,STAR,04 09 52.412,+24 18 08.22,LC,GO4006_GO4097,15.528,JHK,4,2,10
211083408,4,STAR,03 45 32.951,+24 18 11.61,LC,GO4007_GO4018_GO4020_GO4024_GO4032_GO4048_GO4057_GO4091,13.107,gri,15,4,52
211083428,4,STAR,03 55 33.852,+24 18 12.62,LC,GO4029_GO4033_GO4104,11.564,gri,10,2,30
211083442,4,STAR,04 01 41.984,+24 18 13.35,LC,GO4046_GO4060,14.806,gri,10,1,29
211083494,4,STAR,04 01 03.932,+24 18 16.00,LC,GO4020_GO4089_GO4104,11.399,gri,10,1,29
211083575,4,STAR,03 55 33.640,+24 18 19.62,LC,GO4007_GO4033_GO4104,11.564,gri,10,2,30
211083629,4,STAR,03 39 41.630,+24 18 23.04,LC,GO4007_GO4012_GO4033_GO4035,9.897,gri,15,3,51
211083639,4,STAR,03 54 33.437,+24 18 23.45,LC,GO4007_GO4029_GO4033_GO4060_GO4106,12.483,gri,10,2,30
211083672,4,STAR,03 47 08.138,+24 18 24.70,LC,GO4006_GO4011_GO4024_GO4032_GO4048_GO4097,15.094,JHK,15,4,52
211083721,4,STAR,03 48 26.456,+24 18 27.85,LC,GO4033,12.213,gri,15,4,52
211083805,4,STAR,03 58 56.399,+24 18 32.44,LC,GO4006_GO4024_GO4032_GO4048_GO4097,15.088,JHK,10,1,29
211083875,4,STAR,04 17 20.137,+24 18 36.25,LC,GO4020,12.590,gri,4,3,11
211083877,4,STAR,03 49 28.114,+24 18 36.39,LC,GO4007_GO4029_GO4033_GO4060_GO4091,12.439,gri,15,4,52
211083878,4,STAR,04 15 06.304,+24 18 36.44,LC,GO4033,9.220,gri,4,3,11
211083905,4,STAR,04 13 28.405,+24 18 37.27,LC,GO4020_GO4089,12.971,gri,4,3,11
211084000,4,STAR,04 15 10.267,+24 18 41.47,LC,GO4020,12.482,gri,4,3,11
211084002,4,STAR,03 59 02.620,+24 18 41.51,LC,GO4046,15.313,gri,10,1,29
211084027,4,STAR,03 57 45.900,+24 18 42.80,LC,GO4007_GO4029_GO4033,11.451,gri,10,2,30
211084069,4,STAR,03 45 30.236,+24 18 45.48,LC,GO4020_GO4024_GO4032_GO4048_GO4091,14.521,JHK,15,4,52
211084085,4,STAR,03 46 44.180,+24 18 46.10,LC,GO4007_GO4033,10.560,gri,15,4,52
211084090,4,STAR,03 57 43.978,+24 18 46.47,LC,GO4020_GO4104,11.915,gri,10,2,30
211084109,4,STAR,04 13 40.130,+24 18 47.77,LC,GO4020,13.499,gri,4,3,11
211084151,4,STAR,04 11 00.931,+24 18 50.09,LC,GO4020,13.465,gri,4,2,10
211084208,4,STAR,04 11 23.824,+24 18 53.61,LC,GO4007_GO4020_GO4033,12.950,gri,4,2,10
211084269,4,STAR,03 40 40.966,+24 18 57.05,LC,GO4007_GO4029_GO4033,12.637,gri,15,3,51
211084463,4,STAR,03 49 42.704,+24 19 07.80,LC,GO4032_GO4097,14.987,JHK,15,4,52
211084537,4,STAR,03 59 21.862,+24 19 11.70,LC,GO4020_GO4104,11.566,gri,10,1,29
211084620,4,STAR,03 54 28.451,+24 19 16.09,LC,GO4007_GO4020_GO4024_GO4032_GO4048_GO4060,13.607,gri,10,2,30
211084676,4,STAR,04 15 22.864,+24 19 19.84,LC,GO4007_GO4033_GO4060_GO4106,12.174,gri,4,3,11
211084704,4,STAR,04 16 23.016,+24 19 21.64,LC,GO4007_GO4029_GO4033_GO4060,12.442,gri,4,3,11
211084726,4,STAR,04 11 46.496,+24 19 23.14,LC,GO4020,12.292,gri,4,2,10
211084733,4,STAR,03 48 43.304,+24 19 23.42,LC,GO4020_GO4102_GO4106,12.659,gri,15,4,52
211084745,4,STAR,04 15 30.618,+24 19 24.06,LC,GO4007_GO4020_GO4096,14.152,gri,4,3,11
211084749,4,STAR,04 16 06.460,+24 19 24.19,LC,GO4007_GO4033_GO4082,12.770,gri,4,3,11
211085003,4,STAR,03 55 39.043,+24 19 39.71,LC,GO4007_GO4029_GO4033_GO4104,11.999,gri,10,2,30
211085034,4,STAR,03 49 16.630,+24 19 41.38,LC,GO4006_GO4097,14.831,JHK,15,4,52
211085035,4,STAR,04 11 53.822,+24 19 41.49,LC,GO4020,12.378,gri,4,2,10
211085086,4,STAR,03 48 45.961,+24 19 43.68,LC,GO4007_GO4029_GO4033,12.818,gri,15,4,52
211085091,4,STAR,03 48 57.344,+24 19 43.89,LC,GO4006_GO4011_GO4020_GO4024_GO4032_GO4048,14.290,JHK,15,4,52
211085267,4,STAR,03 42 36.259,+24 19 53.64,LC,GO4020_GO4104,11.914,gri,15,3,51
211085397,4,STAR,04 10 12.299,+24 20 00.09,LC,GO4020_GO4089,12.637,gri,4,2,10
211085407,4,STAR,03 41 41.590,+24 20 00.51,LC,GO4020_GO4060_GO4104,10.532,gri,15,3,51
211085419,4,STAR,03 54 08.917,+24 20 01.27,LC,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4106,12.087,gri,10,2,30
211085427,4,STAR,03 54 06.757,+24 20 01.63,LC,GO4006_GO4020_GO4054_GO4060,14.358,gri,10,2,30
211085429,4,STAR,04 02 12.491,+24 20 01.72,LC,GO4007_GO4046_GO4060,14.228,gri,10,1,29
211085436,4,STAR,03 52 32.621,+24 20 01.94,LC,GO4007_GO4029_GO4033,12.688,gri,10,2,30
211085535,4,STAR,03 57 46.577,+24 20 08.43,LC,GO4007_GO4029_GO4033_GO4064,12.518,gri,10,2,30
211085562,4,STAR,03 59 30.066,+24 20 10.22,LC,GO4020_GO4104_GO4106,11.051,gri,10,1,29
211085582,4,STAR,03 44 06.576,+24 20 11.40,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.872,gri,15,3,51
211085606,4,STAR,03 56 54.679,+24 20 12.44,LC,GO4007_GO4029_GO4033_GO4060_GO4082,12.604,gri,10,2,30
211085714,4,STAR,03 53 58.715,+24 20 19.29,LC,GO4021_GO4033_GO4104,11.207,gri,10,2,30
211085746,4,STAR,03 56 04.430,+24 20 20.91,LC,GO4020_GO4060,13.045,gri,10,2,30
211085828,4,STAR,03 56 02.807,+24 20 25.79,LC,GO4020,12.101,gri,10,2,30
211085907,4,STAR,03 49 54.491,+24 20 29.31,LC,GO4007_GO4029_GO4033_GO4091,12.383,gri,15,4,52
211085921,4,STAR,03 46 45.620,+24 20 29.86,LC,GO4007_GO4029_GO4033,12.176,gri,15,4,52
211085922,4,STAR,03 55 21.180,+24 20 30.02,LC,GO4007_GO4029_GO4033,12.750,gri,10,2,30
211085967,4,STAR,03 41 05.204,+24 20 32.76,LC,GO4020,12.569,gri,15,3,51
211085970,4,STAR,03 54 03.791,+24 20 32.88,LC,GO4007_GO4029_GO4033_GO4060,12.583,gri,10,2,30
211086025,4,STAR,03 46 37.286,+24 20 36.71,LC,GO4018_GO4020_GO4024_GO4032_GO4048_GO4060_GO4091_GO4104_GO4106,11.852,gri,15,4,52
211086047,4,STAR,03 57 29.200,+24 20 38.20,LC,GO4020_GO4089,13.591,JHK,10,2,30
211086147,4,STAR,03 59 19.028,+24 20 44.52,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.724,gri,10,1,29
211086163,4,STAR,03 45 24.775,+24 20 45.48,LC,GO4006_GO4024_GO4032_GO4048_GO4057_GO4097,15.576,JHK,15,4,52
211086195,4,STAR,03 56 43.145,+24 20 47.29,LC,GO4033,11.650,gri,10,2,30
211086257,4,STAR,04 01 04.969,+24 20 51.15,LC,GO4011_GO4097,15.182,JHK,10,1,29
211086260,4,STAR,03 49 11.032,+24 20 51.36,LC,GO4011_GO4024_GO4032_GO4048,15.477,JHK,15,4,52
211086334,4,STAR,03 49 45.451,+24 20 54.70,LC,GO4020_GO4104,11.854,gri,15,4,52
211086387,4,STAR,03 46 03.446,+24 20 57.22,LC,GO4024_GO4032_GO4048,15.859,JHK,15,4,52
211086442,4,STAR,03 53 39.588,+24 20 59.54,LC,GO4020,12.626,gri,10,2,30
211086544,4,STAR,04 12 39.384,+24 21 04.89,LC,GO4007_GO4033_GO4104,10.833,gri,4,3,11
211086553,4,STAR,03 46 39.842,+24 21 05.30,LC,GO4007_GO4082_GO4091,13.018,gri,15,4,52
211086580,4,STAR,03 40 47.204,+24 21 07.11,LC,GO4020_GO4104,11.507,gri,15,3,51
211086613,4,STAR,03 56 03.167,+24 21 09.19,LC,GO4007_GO4029_GO4033_GO4064_GO4104,9.399,gri,10,2,30
211086622,4,STAR,03 59 34.973,+24 21 09.65,LC,GO4097,15.795,JHK,10,1,29
211086687,4,STAR,03 55 32.578,+24 21 13.48,LC,GO4007_GO4029_GO4033,12.376,gri,10,2,30
211086832,4,STAR,03 57 21.848,+24 21 22.47,LC,GO4020,12.351,gri,10,2,30
211086854,4,STAR,04 14 57.851,+24 21 23.43,LC,GO4007_GO4033,12.076,gri,4,3,11
