K2 ID,Campaign,Object type,RA (J2000),Dec (J2000),Target Type,Investigation ID,KEP Mag,Kep Flag,Module,Output,Channel
integer,integer,substring,ra,dec,ustring,string,float,string,integer,integer,integer
210302627,4,STAR,03 53 18.200,+10 45 22.33,LC,GO4007_GO4029_GO4033,12.492,gri,16,4,56
210303168,4,STAR,03 53 24.868,+10 46 35.23,LC,GO4007_GO4029_GO4033_GO4082,12.627,gri,16,4,56
210303479,4,STAR,03 53 32.993,+10 47 16.25,LC,GO4007_GO4029_GO4033_GO4104,10.465,gri,16,4,56
210304352,4,STAR,03 53 44.779,+10 49 07.16,LC,GO4007_GO4029_GO4033,12.206,gri,16,4,56
210305942,4,STAR,03 53 51.054,+10 52 45.96,LC,GO4007_GO4020_GO4060,13.174,gri,16,4,56
210306475,4,STAR,03 54 22.406,+10 54 01.09,LC,GO4020_GO4089,11.388,gri,16,4,56
210307350,4,STAR,03 55 12.421,+10 55 52.22,LC,GO4020_GO4089,12.411,gri,16,4,56
210307378,4,STAR,03 52 55.938,+10 55 56.83,LC,GO4020,10.983,gri,16,4,56
210307958,4,STAR,03 54 19.339,+10 57 07.85,LC,GO4020,12.463,gri,16,4,56
210308588,4,STAR,03 53 46.446,+10 58 22.71,LC,GO4060,14.937,gri,16,4,56
210309091,4,STAR,03 54 06.210,+10 59 27.12,LC,GO4089,13.054,gri,16,4,56
210310009,4,STAR,03 53 49.070,+11 01 14.69,LC,GO4007_GO4029_GO4033,12.881,gri,16,4,56
210310510,4,STAR,03 53 05.399,+11 02 11.72,LC,GO4006_GO4011_GO4020_GO4060,13.860,gri,16,4,56
210311067,4,STAR,03 54 18.018,+11 03 19.43,LC,GO4020_GO4089,13.318,gri,16,4,56
210311375,4,STAR,03 54 24.343,+11 03 57.38,LC,GO4011_GO4046,15.325,JHK,16,4,56
210311597,4,STAR,03 52 42.496,+11 04 24.71,LC,GO4007_GO4033,12.153,gri,16,4,56
210312506,4,STAR,03 52 41.509,+11 06 13.90,LC,GO4007_GO4029_GO4033_GO4104,11.998,gri,16,4,56
210312900,4,STAR,03 52 45.898,+11 07 01.01,LC,GO4007_GO4020_GO4029_GO4033_GO4046_GO4060,12.154,gri,16,4,56
210312949,4,STAR,03 55 46.589,+11 07 06.66,LC,GO4007_GO4029_GO4033_GO4046_GO4082_GO4104_GO4106,11.444,gri,16,4,56
210312956,4,STAR,03 56 25.318,+11 07 07.06,LC,GO4011_GO4097,15.644,JHK,16,4,56
210313423,4,STAR,03 54 00.990,+11 07 59.71,LC,GO4007_GO4020_GO4060,13.241,gri,16,4,56
210314226,4,STAR,03 53 09.942,+11 09 34.87,LC,GO4007_GO4029_GO4033_GO4060,11.654,gri,16,4,56
210314232,4,STAR,03 53 56.947,+11 09 35.22,LC,GO4006_GO4007_GO4020_GO4060,15.232,gri,16,4,56
210314431,4,STAR,03 53 42.734,+11 09 56.03,LC,GO4007_GO4029_GO4033,12.337,gri,16,4,56
210314440,4,STAR,03 53 08.167,+11 09 56.64,LC,GO4007_GO4020_GO4060,13.210,gri,16,4,56
210314566,4,STAR,03 52 44.569,+11 10 11.86,LC,GO4007_GO4029_GO4033,12.404,gri,16,4,56
210314854,4,STAR,03 53 45.154,+11 10 45.09,LC,GO4020_GO4089,11.699,gri,16,4,56
210315825,4,STAR,03 54 26.395,+11 12 38.26,LC,GO4020_GO4104,11.918,gri,16,4,56
210316002,4,STAR,03 56 24.864,+11 13 01.86,LC,GO4007_GO4029_GO4033,12.714,gri,16,4,56
210316476,4,STAR,03 54 43.636,+11 13 55.92,LC,GO4007_GO4029_GO4033_GO4060,12.605,gri,16,4,56
210316742,4,STAR,03 52 31.656,+11 14 25.33,LC,GO4007_GO4029_GO4033,12.700,gri,16,4,56
210316947,4,STAR,03 57 28.591,+11 14 48.20,LC,GO4007_GO4029_GO4033,12.879,gri,16,4,56
210317105,4,STAR,03 53 17.588,+11 15 08.31,LC,GO4007_GO4020_GO4060,14.369,gri,16,4,56
210317331,4,STAR,03 55 06.053,+11 15 35.02,LC,GO4006_GO4011_GO4020_GO4054_GO4097,15.103,gri,16,4,56
210317378,4,STAR,03 52 34.342,+11 15 38.81,LC,GO4002_GO4020_GO4029_GO4032_GO4060_GO4081_GO4097_GO4109,12.719,gri,16,4,56
210317526,4,STAR,03 56 35.243,+11 15 53.17,LC,GO4007_GO4020_GO4060,13.942,gri,16,4,56
210317585,4,STAR,03 58 06.463,+11 16 00.35,LC,GO4007_GO4029_GO4033_GO4060,12.162,gri,16,3,55
210317628,4,STAR,03 53 00.578,+11 16 05.60,LC,GO4007_GO4060,13.469,gri,16,4,56
210318134,4,STAR,03 56 12.476,+11 17 06.72,LC,GO4006_GO4007_GO4011_GO4020_GO4097,14.219,JHK,16,4,56
210318238,4,STAR,03 53 07.145,+11 17 17.23,LC,GO4020_GO4052_GO4060_GO4104,11.744,gri,16,4,56
210318481,4,STAR,03 55 12.803,+11 17 46.88,LC,GO4007_GO4060,13.280,gri,16,4,56
210318725,4,STAR,03 53 40.844,+11 18 12.39,LC,GO4007_GO4029_GO4033,12.006,gri,16,4,56
210318757,4,STAR,03 52 17.990,+11 18 16.49,LC,GO4020_GO4104,11.984,gri,16,4,56
210318953,4,STAR,03 57 52.060,+11 18 36.03,LC,GO4007_GO4029_GO4033_GO4060,12.575,gri,16,3,55
210318976,4,STAR,03 55 17.479,+11 18 38.38,LC,GO4020_GO4104,11.156,gri,16,4,56
210319059,4,STAR,03 55 30.828,+11 18 49.65,LC,GO4006_GO4011_GO4020_GO4060_GO4097,13.464,gri,16,4,56
210319568,4,STAR,03 55 17.760,+11 19 44.39,LC,GO4020_GO4104_GO4106,11.655,gri,16,4,56
210319653,4,STAR,03 56 54.175,+11 19 52.91,LC,GO4020_GO4104,10.288,gri,16,4,56
210320059,4,STAR,03 55 31.429,+11 20 40.66,LC,GO4007_GO4020_GO4060,13.435,gri,16,4,56
210320099,4,STAR,03 52 33.967,+11 20 45.85,LC,GO4020,12.246,gri,16,4,56
210320253,4,STAR,03 53 39.570,+11 21 02.01,LC,GO4020_GO4089,12.576,gri,16,4,56
210320522,4,STAR,03 57 35.032,+11 21 31.99,LC,GO4020,12.210,gri,16,3,55
210321100,4,STAR,03 55 56.402,+11 22 35.08,LC,GO4020_GO4104,11.727,gri,16,4,56
210321165,4,STAR,03 55 31.408,+11 22 41.55,LC,GO4007_GO4029_GO4033,12.413,gri,16,4,56
210321327,4,STAR,03 57 43.358,+11 22 58.95,LC,GO4020_GO4104,11.237,gri,16,3,55
210321339,4,STAR,03 57 42.833,+11 23 00.25,LC,GO4089,13.123,JHK,16,3,55
210321990,4,STAR,03 55 44.008,+11 24 11.78,LC,GO4007_GO4029_GO4033_GO4060_GO4106,12.396,gri,16,4,56
210322064,4,STAR,03 58 35.724,+11 24 20.65,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.987,gri,16,3,55
210322349,4,STAR,03 56 28.205,+11 24 53.66,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,9.872,gri,16,4,56
210322477,4,STAR,03 52 43.932,+11 25 08.76,LC,GO4006_GO4020_GO4097,14.633,JHK,16,4,56
210322499,4,STAR,03 56 19.198,+11 25 11.18,LC,GO4007_GO4029_GO4033_GO4104,10.006,gri,16,4,56
210322505,4,STAR,03 52 15.636,+11 25 12.56,LC,GO4007_GO4029_GO4033_GO4060,12.396,gri,16,4,56
210322534,4,STAR,03 55 40.667,+11 25 15.24,LC,GO4007_GO4020_GO4060,13.455,gri,16,4,56
210322728,4,STAR,03 59 17.938,+11 25 40.83,LC,GO4011_GO4097,14.909,JHK,16,3,55
210322796,4,STAR,03 57 00.335,+11 25 47.72,LC,GO4007_GO4020_GO4029_GO4033,12.081,gri,16,4,56
210323006,4,STAR,03 56 12.224,+11 26 09.79,LC,GO4020,9.447,gri,16,4,56
210323140,4,STAR,03 57 33.127,+11 26 22.23,LC,GO4006_GO4083,15.929,JHK,16,3,55
210323198,4,STAR,03 52 17.206,+11 26 27.54,LC,GO4007_GO4029_GO4033_GO4060_GO4104_GO4106,11.258,gri,16,4,56
210323212,4,STAR,03 55 35.720,+11 26 29.66,LC,GO4020,12.827,gri,16,4,56
210323331,4,STAR,03 57 34.211,+11 26 42.33,LC,GO4007_GO4020_GO4060_GO4083,14.377,gri,16,3,55
210323478,4,STAR,03 56 38.828,+11 27 00.59,LC,GO4020_GO4089,12.370,gri,16,4,56
210323564,4,STAR,03 56 04.420,+11 27 10.86,LC,GO4020_GO4104,11.199,gri,16,4,56
210323749,4,STAR,03 54 07.096,+11 27 31.44,LC,GO4020,12.803,gri,16,4,56
210323797,4,STAR,03 58 37.240,+11 27 37.88,LC,GO4006_GO4011_GO4060,15.309,gri,16,3,55
210323805,4,STAR,03 57 25.322,+11 27 38.98,LC,GO4020_GO4104,11.471,gri,16,3,55
210323900,4,STAR,03 55 05.873,+11 27 48.10,LC,GO4006_GO4011_GO4020_GO4060_GO4097,15.180,gri,16,4,56
210324150,4,STAR,03 53 44.250,+11 28 20.96,LC,GO4007_GO4060,13.249,gri,16,4,56
210324165,4,STAR,03 58 31.804,+11 28 23.51,LC,GO4007_GO4029_GO4033,12.662,gri,16,3,55
210324184,4,STAR,03 59 40.038,+11 28 25.69,LC,GO4007_GO4023_GO4029_GO4033_GO4064_GO4104,9.230,gri,16,3,55
210324198,4,STAR,03 59 40.038,+11 28 26.87,LC,GO4008_GO4023_GO4029_GO4104,9.230,gri,16,3,55
210324363,4,STAR,03 52 02.723,+11 28 45.81,LC,GO4007_GO4029_GO4033_GO4060,11.807,gri,16,4,56
210324926,4,STAR,03 52 46.556,+11 29 47.21,LC,GO4007_GO4033,12.048,JHK,16,4,56
210325131,4,STAR,03 51 56.484,+11 30 08.69,LC,GO4007_GO4020_GO4060,13.344,gri,16,4,56
210325299,4,STAR,03 52 05.642,+11 30 27.71,LC,GO4007_GO4020_GO4060,13.358,gri,16,4,56
210325424,4,STAR,03 57 34.585,+11 30 41.97,LC,GO4020,12.750,gri,16,3,55
210326019,4,STAR,03 55 24.823,+11 31 50.37,LC,GO4020,12.755,gri,16,4,56
210326021,4,STAR,03 59 39.008,+11 31 50.61,LC,GO4020,13.197,gri,16,3,55
210326221,4,STAR,03 55 16.320,+11 32 13.79,LC,GO4007_GO4029_GO4033_GO4060_GO4104_GO4106,11.528,gri,16,4,56
210326245,4,STAR,03 52 09.635,+11 32 16.72,LC,GO4020,12.220,gri,16,4,56
210326403,4,STAR,03 52 34.241,+11 32 34.04,LC,GO4020_GO4089,13.161,gri,16,4,56
210326405,4,STAR,03 59 48.743,+11 32 34.19,LC,GO4007_GO4033_GO4060_GO4104,10.015,BV,16,3,55
210326681,4,STAR,03 53 53.664,+11 33 06.22,LC,GO4020,10.702,gri,16,4,56
210326784,4,STAR,03 58 40.256,+11 33 16.84,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.368,gri,16,3,55
210326794,4,STAR,03 59 20.152,+11 33 17.67,LC,GO4020,11.514,gri,16,3,55
210326969,4,STAR,03 53 38.270,+11 33 36.19,LC,GO4020_GO4089_GO4104,10.534,gri,16,4,56
210327027,4,STAR,03 55 23.369,+11 33 43.71,LC,GO4030_GO4036_GO4081,15.399,J,16,4,56
210327051,4,STAR,03 59 49.189,+11 33 46.50,LC,GO4006_GO4097,15.880,JHK,16,3,55
210327060,4,STAR,03 52 19.837,+11 33 47.17,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.645,gri,16,4,56
210327256,4,STAR,03 53 13.373,+11 34 09.89,LC,GO4007_GO4029_GO4033_GO4060,12.200,gri,16,4,56
210327264,4,STAR,03 59 57.124,+11 34 10.53,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.219,gri,16,3,55
210327369,4,STAR,03 57 14.854,+11 34 21.77,LC,GO4089_GO4104,10.395,gri,16,3,55
210327391,4,STAR,03 59 39.858,+11 34 23.82,LC,GO4007_GO4029_GO4033,12.607,gri,16,3,55
210327399,4,STAR,03 57 52.164,+11 34 24.43,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,9.790,gri,16,3,55
210327534,4,STAR,03 57 15.595,+11 34 37.43,LC,GO4020,12.766,JHK,16,3,55
210328077,4,STAR,03 56 14.672,+11 35 35.38,LC,GO4020_GO4054_GO4060,13.999,gri,16,4,56
210328532,4,STAR,03 59 19.097,+11 36 23.58,LC,GO4020_GO4089,12.359,gri,16,3,55
210328701,4,STAR,04 00 00.958,+11 36 40.68,LC,GO4011_GO4097,15.300,JHK,16,3,55
210328949,4,STAR,03 54 20.466,+11 37 10.93,LC,GO4020_GO4089,13.473,gri,16,4,56
210329073,4,STAR,03 52 56.082,+11 37 25.82,LC,GO4007_GO4020_GO4060,13.793,gri,16,4,56
210329155,4,STAR,03 57 30.913,+11 37 35.99,LC,GO4020_GO4089,13.278,gri,16,3,55
210329401,4,STAR,03 53 55.248,+11 38 06.73,LC,GO4006_GO4007_GO4054_GO4060,15.074,gri,16,4,56
210329466,4,STAR,03 58 57.814,+11 38 12.43,LC,GO4020_GO4104,11.653,gri,16,3,55
210329670,4,STAR,04 00 33.059,+11 38 32.28,LC,GO4007_GO4029_GO4033,12.450,gri,16,3,55
210329711,4,STAR,03 53 26.912,+11 38 36.47,LC,GO4006_GO4097,15.091,JHK,16,4,56
210329745,4,STAR,03 58 13.822,+11 38 40.51,LC,GO4020,12.155,gri,16,3,55
210329876,4,STAR,03 59 04.970,+11 38 53.36,LC,GO4020_GO4104,9.541,gri,16,3,55
210330150,4,STAR,03 55 51.150,+11 39 26.23,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,10.210,gri,16,4,56
210330159,4,STAR,03 55 49.879,+11 39 27.46,LC,GO4007_GO4029_GO4033_GO4060,12.788,BV,16,4,56
210330399,4,STAR,03 55 34.144,+11 39 55.13,LC,GO4020_GO4089,13.251,gri,16,4,56
210331148,4,STAR,03 57 34.920,+11 41 14.40,LC,GO4011_GO4020_GO4054,14.871,gri,16,3,55
210331185,4,STAR,04 00 28.580,+11 41 18.39,LC,GO4020,10.312,gri,16,3,55
210331421,4,STAR,03 56 38.609,+11 41 46.06,LC,GO4007_GO4020_GO4060,13.424,gri,16,4,56
210331473,4,STAR,03 52 10.254,+11 41 51.50,LC,GO4006_GO4011_GO4020_GO4060_GO4097,14.940,gri,16,4,56
210331686,4,STAR,03 58 51.992,+11 42 14.71,LC,GO4097,15.612,JHK,16,3,55
210331765,4,STAR,04 00 26.082,+11 42 23.82,LC,GO4020,12.902,gri,16,3,55
210331848,4,STAR,03 57 38.765,+11 42 32.21,LC,GO4011_GO4020_GO4054_GO4060,14.434,gri,16,3,55
210331852,4,STAR,03 55 17.926,+11 42 32.57,LC,GO4007_GO4020,13.334,gri,16,4,56
210331908,4,STAR,03 53 33.194,+11 42 40.54,LC,GO4007_GO4029_GO4033_GO4104,11.071,gri,16,4,56
210332019,4,STAR,03 56 13.798,+11 42 52.28,LC,GO4007_GO4029_GO4033_GO4104,11.751,gri,16,4,56
210332036,4,STAR,04 01 47.269,+11 42 54.08,LC,GO4006_GO4011_GO4020,15.413,gri,16,3,55
210332059,4,STAR,04 00 56.574,+11 42 57.37,LC,GO4007_GO4020_GO4029_GO4033_GO4096,12.877,gri,16,3,55
210332154,4,STAR,03 59 51.817,+11 43 07.58,LC,GO4020,11.112,gri,16,3,55
210332895,4,STAR,03 52 07.586,+11 44 27.27,LC,GO4007_GO4020_GO4029_GO4033,12.827,gri,16,4,56
210333158,4,STAR,03 52 05.203,+11 44 56.22,LC,GO4020,12.031,gri,16,4,56
210333193,4,STAR,03 58 11.176,+11 44 59.20,LC,GO4006_GO4011_GO4054_GO4060,15.061,gri,16,3,55
210333258,4,STAR,04 00 33.199,+11 45 07.02,LC,GO4020_GO4104,11.021,gri,16,3,55
210333335,4,STAR,04 00 29.880,+11 45 14.35,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.174,gri,16,3,55
210333478,4,STAR,04 01 28.841,+11 45 29.52,LC,GO4033,10.709,gri,16,3,55
210333653,4,STAR,03 57 51.527,+11 45 46.04,LC,GO4011_GO4020_GO4097,14.749,gri,16,3,55
210333713,4,STAR,03 52 15.380,+11 45 52.73,LC,GO4007_GO4029_GO4033_GO4060,12.983,gri,16,4,56
210333993,4,STAR,03 55 04.465,+11 46 21.34,LC,GO4006_GO4011_GO4020_GO4060,14.656,gri,16,4,56
210334087,4,STAR,03 59 27.258,+11 46 30.45,LC,GO4007_GO4029_GO4033,9.555,gri,16,3,55
210334711,4,STAR,03 57 58.471,+11 47 39.56,LC,GO4020,13.332,gri,16,3,55
210334851,4,STAR,03 58 57.569,+11 47 53.42,LC,GO4020,13.164,gri,16,3,55
210335277,4,STAR,03 56 47.666,+11 48 37.53,LC,GO4007_GO4029_GO4033,12.351,gri,16,3,55
210335311,4,STAR,04 00 45.216,+11 48 40.45,LC,GO4007_GO4029_GO4033_GO4104,10.459,gri,16,3,55
210335351,4,STAR,03 56 42.929,+11 48 44.31,LC,GO4007_GO4029_GO4033,12.784,gri,16,3,55
210335394,4,STAR,04 00 36.763,+11 48 48.66,LC,GO4007_GO4020_GO4060,13.003,gri,16,3,55
210335583,4,STAR,03 51 18.223,+11 49 06.57,LC,GO4006_GO4011_GO4097,15.390,JHK,16,1,53
210335684,4,STAR,04 00 25.301,+11 49 16.40,LC,GO4007_GO4060,13.448,gri,16,3,55
210335803,4,STAR,03 58 53.558,+11 49 27.88,LC,GO4020,12.660,gri,16,3,55
210335817,4,STAR,04 01 11.528,+11 49 29.82,LC,GO4020,12.146,gri,16,3,55
210335889,4,STAR,04 00 17.762,+11 49 37.90,LC,GO4006_GO4011_GO4097,15.128,JHK,16,3,55
210336121,4,STAR,03 59 57.293,+11 50 01.42,LC,GO4007_GO4029_GO4033,12.787,gri,16,3,55
210336286,4,STAR,03 58 16.496,+11 50 17.89,LC,GO4007_GO4029_GO4033,11.961,gri,16,3,55
210336338,4,STAR,03 52 51.982,+11 50 22.89,LC,GO4007_GO4020_GO4060,13.028,gri,16,4,56
210336461,4,STAR,03 57 07.146,+11 50 35.34,LC,GO4008_GO4020_GO4089,12.348,gri,16,3,55
210336845,4,STAR,03 54 56.567,+11 51 10.56,LC,GO4011_GO4060_GO4097,15.367,JHK,16,4,56
210336890,4,STAR,03 53 40.063,+11 51 14.45,LC,GO4007_GO4029_GO4033_GO4104,11.542,gri,16,4,56
210337222,4,STAR,04 01 08.159,+11 51 48.61,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.500,gri,16,3,55
210337288,4,STAR,03 56 56.533,+11 51 53.61,LC,GO4007_GO4029_GO4033_GO4082_GO4104,10.608,gri,16,3,55
210337911,4,STAR,03 53 43.804,+11 52 55.57,LC,GO4020_GO4089_GO4104,10.661,gri,16,4,56
210337961,4,STAR,04 01 37.164,+11 53 01.02,LC,GO4007_GO4033,12.002,gri,16,3,55
210338097,4,STAR,03 54 57.373,+11 53 12.97,LC,GO4097,15.232,JHK,16,4,56
210338118,4,STAR,03 55 18.361,+11 53 14.46,LC,GO4007_GO4029_GO4033,12.298,gri,16,4,56
210338231,4,STAR,04 00 06.066,+11 53 25.12,LC,GO4033,9.890,gri,16,3,55
210338347,4,STAR,03 55 21.994,+11 53 36.87,LC,GO4020,13.029,gri,16,4,56
210338390,4,STAR,04 00 22.237,+11 53 41.78,LC,GO4007_GO4033_GO4060,11.563,gri,16,3,55
210338416,4,STAR,03 59 53.045,+11 53 44.39,LC,GO4007_GO4029_GO4033,12.691,gri,16,3,55
210338425,4,STAR,03 54 27.137,+11 53 44.94,LC,GO4020,12.068,gri,16,4,56
210338525,4,STAR,03 54 13.450,+11 53 54.98,LC,GO4007_GO4029_GO4033_GO4060,12.268,gri,16,4,56
210338796,4,STAR,03 58 27.210,+11 54 20.83,LC,GO4020,9.872,gri,16,3,55
210338993,4,STAR,03 58 04.278,+11 54 42.28,LC,GO4007_GO4029_GO4033,9.985,gri,16,3,55
210339021,4,STAR,03 52 03.461,+11 54 44.69,LC,GO4007_GO4029_GO4033_GO4104,11.440,gri,16,1,53
210339048,4,STAR,04 00 43.844,+11 54 47.84,LC,GO4007_GO4029_GO4033,12.718,gri,16,3,55
210339068,4,STAR,03 55 53.501,+11 54 50.52,LC,GO4007_GO4029_GO4033_GO4060,12.154,gri,16,4,56
210339090,4,STAR,04 00 12.884,+11 54 52.85,LC,GO4006_GO4011_GO4020_GO4097,14.549,JHK,16,3,55
210339301,4,STAR,03 56 52.789,+11 55 13.26,LC,GO4020_GO4089_GO4104,11.524,gri,16,3,55
210339350,4,STAR,03 57 24.462,+11 55 17.50,LC,GO4007_GO4029_GO4033,12.786,gri,16,3,55
210339410,4,STAR,04 00 37.926,+11 55 22.95,LC,GO4006_GO4011_GO4097,15.441,JHK,16,3,55
210339718,4,STAR,03 54 07.866,+11 55 54.81,LC,GO4007_GO4029_GO4033,12.503,gri,16,4,56
210339733,4,STAR,03 59 49.070,+11 55 56.29,LC,GO4020_GO4089,13.229,gri,16,3,55
210339837,4,STAR,03 58 41.084,+11 56 05.18,LC,GO4007_GO4033,12.043,gri,16,3,55
210340058,4,STAR,04 00 32.746,+11 56 25.38,LC,GO4020,12.859,gri,16,3,55
210340480,4,STAR,03 59 12.599,+11 57 10.05,LC,GO4006_GO4011_GO4020_GO4029_GO4054_GO4060_GO4081_GO4104_GO4109,11.579,gri,16,3,55
210340693,4,STAR,03 57 04.954,+11 57 30.21,LC,GO4007_GO4060,13.279,gri,16,3,55
210340787,4,STAR,03 57 45.400,+11 57 38.33,LC,GO4006_GO4007_GO4020_GO4060,14.182,gri,16,3,55
210341214,4,STAR,03 52 02.150,+11 58 19.38,LC,GO4007_GO4020_GO4060,13.896,gri,16,1,53
210341241,4,STAR,03 54 31.554,+11 58 22.12,LC,GO4007_GO4029_GO4033_GO4104,11.841,gri,16,4,56
210341295,4,STAR,03 56 13.175,+11 58 27.53,LC,GO4046,15.273,gri,16,4,56
210341408,4,STAR,03 59 48.246,+11 58 40.09,LC,GO4020_GO4104,9.952,gri,16,3,55
210341601,4,STAR,04 03 57.830,+11 59 00.12,LC,GO4097,13.963,J,11,4,36
210341801,4,STAR,03 52 03.677,+11 59 18.59,LC,GO4020,10.044,gri,16,1,53
210341949,4,STAR,03 50 59.842,+11 59 31.68,LC,GO4011_GO4020_GO4060,13.483,gri,16,1,53
210341985,4,STAR,03 52 00.970,+11 59 35.46,LC,GO4007_GO4020_GO4033,12.049,gri,16,1,53
210342145,4,STAR,03 56 33.252,+11 59 53.46,LC,GO4007_GO4029_GO4033,10.120,gri,16,3,55
210342168,4,STAR,03 56 30.419,+11 59 55.47,LC,GO4046,15.084,gri,16,3,55
210342263,4,STAR,03 59 15.281,+12 00 06.81,LC,GO4060,15.613,JHK,16,3,55
210342315,4,STAR,03 57 31.219,+12 00 12.57,LC,GO4006_GO4011_GO4020_GO4060_GO4097,14.374,gri,16,3,55
210342593,4,STAR,03 57 24.214,+12 00 41.45,LC,GO4007_GO4029_GO4033,12.336,gri,16,3,55
210342649,4,STAR,03 54 21.571,+12 00 47.91,LC,GO4006_GO4097,15.424,gri,16,4,56
210343070,4,STAR,03 57 32.890,+12 01 31.35,LC,GO4007_GO4089,13.823,gri,16,3,55
210343180,4,STAR,03 57 11.063,+12 01 41.10,LC,GO4020_GO4089,13.333,gri,16,3,55
210343184,4,STAR,03 57 49.925,+12 01 41.44,LC,GO4007_GO4029_GO4033,12.910,gri,16,3,55
210343441,4,STAR,03 59 53.948,+12 02 04.91,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.914,gri,16,3,55
210343450,4,STAR,04 00 41.285,+12 02 06.18,LC,GO4007_GO4033_GO4052,11.453,gri,16,3,55
210343755,4,STAR,03 52 40.408,+12 02 36.98,LC,GO4020_GO4089,12.167,gri,16,1,53
210343769,4,STAR,04 00 04.111,+12 02 38.21,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.667,gri,16,3,55
210343819,4,STAR,03 56 48.091,+12 02 42.99,LC,GO4006_GO4097,15.025,JHK,16,3,55
210343864,4,STAR,04 00 20.707,+12 02 47.55,LC,GO4020_GO4089_GO4104,11.705,gri,16,3,55
210343935,4,STAR,03 57 25.366,+12 02 55.24,LC,GO4020_GO4104,10.413,gri,16,3,55
210343963,4,STAR,03 51 51.257,+12 02 59.07,LC,GO4007_GO4020_GO4029_GO4033_GO4060_GO4106,12.538,gri,16,1,53
210344003,4,STAR,04 00 41.130,+12 03 03.10,LC,GO4007_GO4029_GO4033,11.248,gri,16,3,55
210344053,4,STAR,03 59 04.992,+12 03 08.51,LC,GO4007_GO4029_GO4033,12.674,gri,16,3,55
210344106,4,STAR,04 04 40.404,+12 03 13.56,LC,GO4020_GO4104,9.616,gri,11,4,36
210344166,4,STAR,04 01 21.119,+12 03 20.14,LC,GO4020,13.094,gri,16,3,55
210344373,4,STAR,03 53 07.001,+12 03 43.93,LC,GO4033,11.828,gri,16,1,53
210344430,4,STAR,03 59 36.478,+12 03 51.29,LC,GO4006_GO4011_GO4097,15.321,JHK,16,3,55
210344532,4,STAR,03 53 11.724,+12 04 02.10,LC,GO4007_GO4029_GO4033,12.662,gri,16,1,53
210344563,4,STAR,03 59 37.522,+12 04 04.32,LC,GO4006_GO4011_GO4097,14.985,JHK,16,3,55
210344703,4,STAR,03 51 27.000,+12 04 18.18,LC,GO4007_GO4029_GO4033_GO4104,9.461,gri,16,1,53
210344877,4,STAR,03 59 24.076,+12 04 35.24,LC,GO4011_GO4046,15.029,JHK,16,3,55
210344942,4,STAR,03 52 41.318,+12 04 41.76,LC,GO4007_GO4029_GO4033_GO4096,11.736,gri,16,1,53
210344970,4,STAR,04 01 23.358,+12 04 44.02,LC,GO4007_GO4033,12.151,gri,16,3,55
210345113,4,STAR,04 04 19.906,+12 04 58.90,LC,GO4007_GO4029_GO4033_GO4060_GO4104,11.412,gri,11,4,36
210345150,4,STAR,03 58 36.523,+12 05 03.05,LC,GO4007_GO4020_GO4029_GO4033,12.971,gri,16,3,55
210345296,4,STAR,04 04 09.048,+12 05 19.54,LC,GO4007_GO4033_GO4060,11.108,gri,11,4,36
210345523,4,STAR,04 04 39.036,+12 05 39.61,LC,GO4020,11.499,gri,11,4,36
210345602,4,STAR,04 01 12.864,+12 05 48.04,LC,GO4020_GO4104,11.704,gri,16,3,55
210345645,4,STAR,04 01 11.424,+12 05 53.76,LC,GO4096,10.827,gri,16,3,55
210345648,4,STAR,03 52 34.295,+12 05 53.96,LC,GO4069,15.087,gri,16,1,53
210345650,4,STAR,04 01 11.050,+12 05 54.11,LC,GO4023_GO4064,11.507,JHK,16,3,55
210345753,4,STAR,03 57 12.758,+12 06 03.27,LC,GO4007_GO4029_GO4033_GO4060_GO4082_GO4104,10.373,gri,16,3,55
210345761,4,STAR,03 38 19.140,+12 06 04.33,LC,GO4007_GO4020_GO4029_GO4033_GO4060,12.631,gri,22,3,75
210345944,4,STAR,04 00 12.823,+12 06 23.02,LC,GO4006_GO4020_GO4097,14.297,JHK,16,3,55
210346038,4,STAR,03 58 57.918,+12 06 33.68,LC,GO4007_GO4020_GO4060,14.253,gri,16,3,55
210346328,4,STAR,04 00 01.321,+12 07 03.40,LC,GO4007_GO4020_GO4060,14.283,gri,16,3,55
210346423,4,STAR,03 37 54.044,+12 07 13.14,LC,GO4007_GO4029_GO4033_GO4060,12.763,gri,22,3,75
210346445,4,STAR,03 51 01.094,+12 07 15.10,LC,GO4007_GO4029_GO4033,12.560,gri,16,1,53
210346584,4,STAR,03 55 37.337,+12 07 29.19,LC,GO4020,13.292,gri,16,4,56
