filename EPIC Module Output Kp
210600000/29000/ktwo210629092-c04_lpd-targ.fits.gz 210629092 2 1 14.506
210600000/86000/ktwo210686306-c04_lpd-targ.fits.gz 210686306 2 1 11.558
210600000/77000/ktwo210677968-c04_lpd-targ.fits.gz 210677968 2 1 11.704
210600000/08000/ktwo210608897-c04_lpd-targ.fits.gz 210608897 2 1 11.078
210600000/01000/ktwo210601884-c04_lpd-targ.fits.gz 210601884 2 1 12.728
210600000/64000/ktwo210664088-c04_lpd-targ.fits.gz 210664088 2 1 15.452
210600000/47000/ktwo210647344-c04_lpd-targ.fits.gz 210647344 2 1 11.668
210600000/75000/ktwo210675159-c04_lpd-targ.fits.gz 210675159 2 1 12.883
210600000/50000/ktwo210650014-c04_lpd-targ.fits.gz 210650014 2 1 12.008
210600000/66000/ktwo210666696-c04_lpd-targ.fits.gz 210666696 2 1 12.346
210600000/76000/ktwo210676384-c04_lpd-targ.fits.gz 210676384 2 1 12.685
210700000/03000/ktwo210703566-c04_lpd-targ.fits.gz 210703566 2 2 12.885
210600000/90000/ktwo210690283-c04_lpd-targ.fits.gz 210690283 2 2 11.168
210600000/79000/ktwo210679895-c04_lpd-targ.fits.gz 210679895 2 2 13.076
210700000/27000/ktwo210727144-c04_lpd-targ.fits.gz 210727144 2 2 9.863
210700000/63000/ktwo210763899-c04_lpd-targ.fits.gz 210763899 2 2 10.431
210700000/22000/ktwo210722349-c04_lpd-targ.fits.gz 210722349 2 2 14.581
210700000/15000/ktwo210715462-c04_lpd-targ.fits.gz 210715462 2 2 12.614
210700000/05000/ktwo210705173-c04_lpd-targ.fits.gz 210705173 2 2 12.793
210600000/80000/ktwo210680599-c04_lpd-targ.fits.gz 210680599 2 2 11.391
210600000/86000/ktwo210686716-c04_lpd-targ.fits.gz 210686716 2 2 12.436
210700000/04000/ktwo210704133-c04_lpd-targ.fits.gz 210704133 2 2 15.798
210600000/88000/ktwo210688929-c04_lpd-targ.fits.gz 210688929 2 2 12.818
210600000/98000/ktwo210698933-c04_lpd-targ.fits.gz 210698933 2 2 15.311
210700000/12000/ktwo210712455-c04_lpd-targ.fits.gz 210712455 2 2 13.225
210700000/01000/ktwo210701482-c04_lpd-targ.fits.gz 210701482 2 2 13.785
210600000/89000/ktwo210689944-c04_lpd-targ.fits.gz 210689944 2 2 11.441
210700000/43000/ktwo210743959-c04_lpd-targ.fits.gz 210743959 2 2 13.371
210700000/36000/ktwo210736159-c04_lpd-targ.fits.gz 210736159 2 2 12.933
210600000/85000/ktwo210685344-c04_lpd-targ.fits.gz 210685344 2 2 10.616
210700000/14000/ktwo210714238-c04_lpd-targ.fits.gz 210714238 2 2 12.421
210700000/18000/ktwo210718284-c04_lpd-targ.fits.gz 210718284 2 2 13.025
210700000/54000/ktwo210754105-c04_lpd-targ.fits.gz 210754105 2 2 13.253
210700000/12000/ktwo210712332-c04_lpd-targ.fits.gz 210712332 2 2 13.172
210700000/50000/ktwo210750621-c04_lpd-targ.fits.gz 210750621 2 2 12.012
210700000/34000/ktwo210734643-c04_lpd-targ.fits.gz 210734643 2 2 14.53
210700000/50000/ktwo210750222-c04_lpd-targ.fits.gz 210750222 2 2 13.099
210700000/13000/ktwo210713381-c04_lpd-targ.fits.gz 210713381 2 2 13.284
210700000/27000/ktwo210727806-c04_lpd-targ.fits.gz 210727806 2 2 13.455
210700000/58000/ktwo210758291-c04_lpd-targ.fits.gz 210758291 2 2 11.955
210700000/37000/ktwo210737244-c04_lpd-targ.fits.gz 210737244 2 2 11.57
210700000/54000/ktwo210754168-c04_lpd-targ.fits.gz 210754168 2 2 13.806
210600000/94000/ktwo210694374-c04_lpd-targ.fits.gz 210694374 2 2 11.812
210700000/21000/ktwo210721443-c04_lpd-targ.fits.gz 210721443 2 2 12.104
210700000/29000/ktwo210729760-c04_lpd-targ.fits.gz 210729760 2 2 11.453
210700000/43000/ktwo210743670-c04_lpd-targ.fits.gz 210743670 2 2 12.63
210700000/44000/ktwo210744818-c04_lpd-targ.fits.gz 210744818 2 2 10.368
210700000/25000/ktwo210725284-c04_lpd-targ.fits.gz 210725284 2 2 15.3
210700000/12000/ktwo210712461-c04_lpd-targ.fits.gz 210712461 2 2 12.878
210700000/21000/ktwo210721966-c04_lpd-targ.fits.gz 210721966 2 2 13.578
210700000/27000/ktwo210727403-c04_lpd-targ.fits.gz 210727403 2 2 15.101
210700000/36000/ktwo210736363-c04_lpd-targ.fits.gz 210736363 2 2 12.458
210700000/46000/ktwo210746240-c04_lpd-targ.fits.gz 210746240 2 2 15.786
210700000/47000/ktwo210747454-c04_lpd-targ.fits.gz 210747454 2 2 12.56
210700000/13000/ktwo210713482-c04_lpd-targ.fits.gz 210713482 2 2 15.035
210700000/24000/ktwo210724954-c04_lpd-targ.fits.gz 210724954 2 2 11.795
210700000/46000/ktwo210746879-c04_lpd-targ.fits.gz 210746879 2 2 9.992
210700000/35000/ktwo210735169-c04_lpd-targ.fits.gz 210735169 2 2 10.481
210700000/18000/ktwo210718966-c04_lpd-targ.fits.gz 210718966 2 2 12.928
210700000/03000/ktwo210703014-c04_lpd-targ.fits.gz 210703014 2 2 11.689
210700000/19000/ktwo210719749-c04_lpd-targ.fits.gz 210719749 2 2 10.527
210700000/29000/ktwo210729422-c04_lpd-targ.fits.gz 210729422 2 2 13.36
210700000/19000/ktwo210719775-c04_lpd-targ.fits.gz 210719775 2 2 12.781
210700000/18000/ktwo210718840-c04_lpd-targ.fits.gz 210718840 2 2 12.928
210600000/98000/ktwo210698990-c04_lpd-targ.fits.gz 210698990 2 2 13.052
210700000/38000/ktwo210738971-c04_lpd-targ.fits.gz 210738971 2 2 14.929
210700000/43000/ktwo210743485-c04_lpd-targ.fits.gz 210743485 2 2 11.951
210700000/53000/ktwo210753273-c04_lpd-targ.fits.gz 210753273 2 2 11.533
210600000/78000/ktwo210678282-c04_lpd-targ.fits.gz 210678282 2 2 14.841
210600000/98000/ktwo210698355-c04_lpd-targ.fits.gz 210698355 2 2 13.964
210700000/08000/ktwo210708506-c04_lpd-targ.fits.gz 210708506 2 2 12.5
210700000/00000/ktwo210700098-c04_lpd-targ.fits.gz 210700098 2 2 13.837
210700000/54000/ktwo210754505-c04_lpd-targ.fits.gz 210754505 2 2 13.185
210700000/23000/ktwo210723349-c04_lpd-targ.fits.gz 210723349 2 2 11.586
210700000/07000/ktwo210707811-c04_lpd-targ.fits.gz 210707811 2 2 12.806
210700000/01000/ktwo210701231-c04_lpd-targ.fits.gz 210701231 2 2 11.213
210700000/57000/ktwo210757163-c04_lpd-targ.fits.gz 210757163 2 2 15.766
210700000/19000/ktwo210719000-c04_lpd-targ.fits.gz 210719000 2 2 14.867
210700000/27000/ktwo210727363-c04_lpd-targ.fits.gz 210727363 2 2 14.418
210700000/38000/ktwo210738600-c04_lpd-targ.fits.gz 210738600 2 2 12.333
210700000/11000/ktwo210711234-c04_lpd-targ.fits.gz 210711234 2 2 14.17
210700000/12000/ktwo210712623-c04_lpd-targ.fits.gz 210712623 2 2 10.831
210700000/20000/ktwo210720697-c04_lpd-targ.fits.gz 210720697 2 2 12.624
210700000/28000/ktwo210728608-c04_lpd-targ.fits.gz 210728608 2 2 13.406
210700000/26000/ktwo210726802-c04_lpd-targ.fits.gz 210726802 2 2 12.761
210700000/11000/ktwo210711543-c04_lpd-targ.fits.gz 210711543 2 2 13.048
210700000/30000/ktwo210730713-c04_lpd-targ.fits.gz 210730713 2 2 12.953
210700000/11000/ktwo210711931-c04_lpd-targ.fits.gz 210711931 2 2 12.494
210600000/78000/ktwo210678762-c04_lpd-targ.fits.gz 210678762 2 2 11.032
210700000/11000/ktwo210711807-c04_lpd-targ.fits.gz 210711807 2 2 15.319
210700000/17000/ktwo210717443-c04_lpd-targ.fits.gz 210717443 2 2 11.857
210700000/12000/ktwo210712064-c04_lpd-targ.fits.gz 210712064 2 2 13.389
210700000/08000/ktwo210708899-c04_lpd-targ.fits.gz 210708899 2 2 12.261
210700000/47000/ktwo210747299-c04_lpd-targ.fits.gz 210747299 2 2 12.599
210700000/12000/ktwo210712469-c04_lpd-targ.fits.gz 210712469 2 2 12.695
210700000/53000/ktwo210753800-c04_lpd-targ.fits.gz 210753800 2 2 14.309
210700000/37000/ktwo210737134-c04_lpd-targ.fits.gz 210737134 2 2 12.426
210700000/07000/ktwo210707147-c04_lpd-targ.fits.gz 210707147 2 2 10.187
210700000/36000/ktwo210736105-c04_lpd-targ.fits.gz 210736105 2 2 13.282
210700000/19000/ktwo210719225-c04_lpd-targ.fits.gz 210719225 2 2 13.34
210600000/83000/ktwo210683690-c04_lpd-targ.fits.gz 210683690 2 2 12.968
210600000/90000/ktwo210690406-c04_lpd-targ.fits.gz 210690406 2 2 11.891
210700000/11000/ktwo210711037-c04_lpd-targ.fits.gz 210711037 2 2 13.19
210700000/25000/ktwo210725267-c04_lpd-targ.fits.gz 210725267 2 2 13.28
210700000/71000/ktwo210771912-c04_lpd-targ.fits.gz 210771912 2 2 13.038
210700000/02000/ktwo210702216-c04_lpd-targ.fits.gz 210702216 2 2 15.938
210700000/12000/ktwo210712966-c04_lpd-targ.fits.gz 210712966 2 2 13.244
210700000/29000/ktwo210729904-c04_lpd-targ.fits.gz 210729904 2 2 10.256
210600000/98000/ktwo210698373-c04_lpd-targ.fits.gz 210698373 2 2 13.74
210700000/43000/ktwo210743300-c04_lpd-targ.fits.gz 210743300 2 2 15.924
210700000/26000/ktwo210726306-c04_lpd-targ.fits.gz 210726306 2 2 12.185
210700000/28000/ktwo210728784-c04_lpd-targ.fits.gz 210728784 2 3 13.026
210700000/52000/ktwo210752029-c04_lpd-targ.fits.gz 210752029 2 3 10.828
210700000/53000/ktwo210753760-c04_lpd-targ.fits.gz 210753760 2 3 12.797
210700000/89000/ktwo210789294-c04_lpd-targ.fits.gz 210789294 2 3 12.615
210700000/97000/ktwo210797762-c04_lpd-targ.fits.gz 210797762 2 3 15.806
210700000/29000/ktwo210729426-c04_lpd-targ.fits.gz 210729426 2 3 14.719
210700000/87000/ktwo210787941-c04_lpd-targ.fits.gz 210787941 2 3 12.888
210700000/41000/ktwo210741983-c04_lpd-targ.fits.gz 210741983 2 3 12.098
210700000/66000/ktwo210766160-c04_lpd-targ.fits.gz 210766160 2 3 13.689
210700000/48000/ktwo210748054-c04_lpd-targ.fits.gz 210748054 2 3 12.359
210700000/65000/ktwo210765043-c04_lpd-targ.fits.gz 210765043 2 3 14.353
210700000/86000/ktwo210786154-c04_lpd-targ.fits.gz 210786154 2 3 9.184
210700000/98000/ktwo210798039-c04_lpd-targ.fits.gz 210798039 2 3 14.722
210700000/53000/ktwo210753258-c04_lpd-targ.fits.gz 210753258 2 3 11.252
210700000/89000/ktwo210789063-c04_lpd-targ.fits.gz 210789063 2 3 13.34
210700000/48000/ktwo210748807-c04_lpd-targ.fits.gz 210748807 2 3 13.605
210700000/89000/ktwo210789860-c04_lpd-targ.fits.gz 210789860 2 3 13.406
210700000/43000/ktwo210743439-c04_lpd-targ.fits.gz 210743439 2 3 14.073
210700000/48000/ktwo210748621-c04_lpd-targ.fits.gz 210748621 2 3 12.353
210700000/90000/ktwo210790719-c04_lpd-targ.fits.gz 210790719 2 3 10.367
210700000/74000/ktwo210774807-c04_lpd-targ.fits.gz 210774807 2 3 14.062
210700000/74000/ktwo210774469-c04_lpd-targ.fits.gz 210774469 2 3 12.454
210700000/74000/ktwo210774604-c04_lpd-targ.fits.gz 210774604 2 3 12.744
210700000/11000/ktwo210711788-c04_lpd-targ.fits.gz 210711788 2 3 13.297
210700000/86000/ktwo210786126-c04_lpd-targ.fits.gz 210786126 2 3 13.027
210700000/48000/ktwo210748750-c04_lpd-targ.fits.gz 210748750 2 3 12.661
210700000/11000/ktwo210711926-c04_lpd-targ.fits.gz 210711926 2 3 12.926
210700000/71000/ktwo210771973-c04_lpd-targ.fits.gz 210771973 2 3 13.219
210700000/71000/ktwo210771662-c04_lpd-targ.fits.gz 210771662 2 3 12.469
210700000/86000/ktwo210786882-c04_lpd-targ.fits.gz 210786882 2 3 11.28
210700000/82000/ktwo210782736-c04_lpd-targ.fits.gz 210782736 2 3 13.009
210700000/69000/ktwo210769616-c04_lpd-targ.fits.gz 210769616 2 3 12.135
210700000/44000/ktwo210744375-c04_lpd-targ.fits.gz 210744375 2 3 11.896
210700000/86000/ktwo210786536-c04_lpd-targ.fits.gz 210786536 2 3 13.004
210700000/83000/ktwo210783389-c04_lpd-targ.fits.gz 210783389 2 3 13.326
210700000/13000/ktwo210713567-c04_lpd-targ.fits.gz 210713567 2 3 15.593
210700000/44000/ktwo210744230-c04_lpd-targ.fits.gz 210744230 2 3 11.983
210700000/11000/ktwo210711621-c04_lpd-targ.fits.gz 210711621 2 3 13.108
210700000/58000/ktwo210758873-c04_lpd-targ.fits.gz 210758873 2 3 13.292
210700000/65000/ktwo210765270-c04_lpd-targ.fits.gz 210765270 2 3 13.013
210700000/74000/ktwo210774430-c04_lpd-targ.fits.gz 210774430 2 3 12.216
210700000/78000/ktwo210778340-c04_lpd-targ.fits.gz 210778340 2 3 10.815
210700000/77000/ktwo210777988-c04_lpd-targ.fits.gz 210777988 2 3 9.609
210700000/73000/ktwo210773113-c04_lpd-targ.fits.gz 210773113 2 3 11.912
210700000/64000/ktwo210764157-c04_lpd-targ.fits.gz 210764157 2 3 14.894
210700000/49000/ktwo210749044-c04_lpd-targ.fits.gz 210749044 2 3 12.261
210700000/59000/ktwo210759564-c04_lpd-targ.fits.gz 210759564 2 3 11.902
210700000/41000/ktwo210741380-c04_lpd-targ.fits.gz 210741380 2 3 14.246
210700000/43000/ktwo210743799-c04_lpd-targ.fits.gz 210743799 2 3 9.875
210700000/16000/ktwo210716115-c04_lpd-targ.fits.gz 210716115 2 3 11.146
210700000/60000/ktwo210760681-c04_lpd-targ.fits.gz 210760681 2 3 11.133
210700000/65000/ktwo210765239-c04_lpd-targ.fits.gz 210765239 2 3 14.87
210700000/23000/ktwo210723237-c04_lpd-targ.fits.gz 210723237 2 3 13.339
210700000/53000/ktwo210753925-c04_lpd-targ.fits.gz 210753925 2 3 13.742
210700000/94000/ktwo210794889-c04_lpd-targ.fits.gz 210794889 2 3 12.82
210700000/96000/ktwo210796886-c04_lpd-targ.fits.gz 210796886 2 3 11.846
210700000/44000/ktwo210744674-c04_lpd-targ.fits.gz 210744674 2 3 12.894
210700000/78000/ktwo210778573-c04_lpd-targ.fits.gz 210778573 2 3 11.954
210700000/78000/ktwo210778059-c04_lpd-targ.fits.gz 210778059 2 3 13.503
210700000/83000/ktwo210783806-c04_lpd-targ.fits.gz 210783806 2 3 14.697
210700000/50000/ktwo210750014-c04_lpd-targ.fits.gz 210750014 2 3 14.812
210700000/88000/ktwo210788457-c04_lpd-targ.fits.gz 210788457 2 3 9.192
210700000/49000/ktwo210749139-c04_lpd-targ.fits.gz 210749139 2 3 12.159
210700000/32000/ktwo210732813-c04_lpd-targ.fits.gz 210732813 2 3 12.851
210700000/10000/ktwo210710126-c04_lpd-targ.fits.gz 210710126 2 3 13.273
210700000/51000/ktwo210751911-c04_lpd-targ.fits.gz 210751911 2 3 11.22
210700000/54000/ktwo210754998-c04_lpd-targ.fits.gz 210754998 2 3 12.85
210700000/20000/ktwo210720738-c04_lpd-targ.fits.gz 210720738 2 3 13.324
210700000/78000/ktwo210778772-c04_lpd-targ.fits.gz 210778772 2 3 12.267
210700000/38000/ktwo210738700-c04_lpd-targ.fits.gz 210738700 2 3 11.177
210700000/42000/ktwo210742709-c04_lpd-targ.fits.gz 210742709 2 3 14.272
210700000/56000/ktwo210756090-c04_lpd-targ.fits.gz 210756090 2 3 11.277
210700000/39000/ktwo210739713-c04_lpd-targ.fits.gz 210739713 2 3 15.757
210700000/70000/ktwo210770079-c04_lpd-targ.fits.gz 210770079 2 3 12.78
210700000/31000/ktwo210731500-c04_lpd-targ.fits.gz 210731500 2 3 13.691
210700000/64000/ktwo210764451-c04_lpd-targ.fits.gz 210764451 2 3 12.847
210700000/18000/ktwo210718930-c04_lpd-targ.fits.gz 210718930 2 3 14.608
210700000/76000/ktwo210776995-c04_lpd-targ.fits.gz 210776995 2 3 13.253
210700000/80000/ktwo210780195-c04_lpd-targ.fits.gz 210780195 2 3 12.958
210700000/14000/ktwo210714980-c04_lpd-targ.fits.gz 210714980 2 3 13.636
210700000/46000/ktwo210746230-c04_lpd-targ.fits.gz 210746230 2 3 15.018
210700000/39000/ktwo210739718-c04_lpd-targ.fits.gz 210739718 2 3 11.155
210700000/38000/ktwo210738106-c04_lpd-targ.fits.gz 210738106 2 3 14.974
210700000/56000/ktwo210756666-c04_lpd-targ.fits.gz 210756666 2 3 11.8
210700000/24000/ktwo210724775-c04_lpd-targ.fits.gz 210724775 2 3 14.796
210700000/79000/ktwo210779873-c04_lpd-targ.fits.gz 210779873 2 3 13.268
210700000/74000/ktwo210774732-c04_lpd-targ.fits.gz 210774732 2 3 14.007
210700000/66000/ktwo210766035-c04_lpd-targ.fits.gz 210766035 2 3 12.026
210700000/09000/ktwo210709525-c04_lpd-targ.fits.gz 210709525 2 3 13.412
210700000/34000/ktwo210734946-c04_lpd-targ.fits.gz 210734946 2 3 14.43
210700000/07000/ktwo210707757-c04_lpd-targ.fits.gz 210707757 2 3 13.337
210700000/61000/ktwo210761676-c04_lpd-targ.fits.gz 210761676 2 3 11.313
210700000/54000/ktwo210754620-c04_lpd-targ.fits.gz 210754620 2 3 14.397
210700000/33000/ktwo210733652-c04_lpd-targ.fits.gz 210733652 2 3 12.933
210700000/93000/ktwo210793202-c04_lpd-targ.fits.gz 210793202 2 3 9.309
210700000/98000/ktwo210798359-c04_lpd-targ.fits.gz 210798359 2 3 12.505
210700000/38000/ktwo210738114-c04_lpd-targ.fits.gz 210738114 2 3 13.157
210700000/78000/ktwo210778416-c04_lpd-targ.fits.gz 210778416 2 3 11.604
210700000/41000/ktwo210741091-c04_lpd-targ.fits.gz 210741091 2 3 11.981
210700000/63000/ktwo210763244-c04_lpd-targ.fits.gz 210763244 2 3 12.495
210700000/10000/ktwo210710613-c04_lpd-targ.fits.gz 210710613 2 4 12.879
210600000/51000/ktwo210651217-c04_lpd-targ.fits.gz 210651217 2 4 11.813
210600000/90000/ktwo210690462-c04_lpd-targ.fits.gz 210690462 2 4 13.451
210600000/44000/ktwo210644574-c04_lpd-targ.fits.gz 210644574 2 4 14.97
210600000/59000/ktwo210659882-c04_lpd-targ.fits.gz 210659882 2 4 12.806
210600000/71000/ktwo210671717-c04_lpd-targ.fits.gz 210671717 2 4 12.572
210700000/14000/ktwo210714469-c04_lpd-targ.fits.gz 210714469 2 4 14.698
210600000/57000/ktwo210657592-c04_lpd-targ.fits.gz 210657592 2 4 14.598
210600000/54000/ktwo210654971-c04_lpd-targ.fits.gz 210654971 2 4 15.611
210600000/48000/ktwo210648987-c04_lpd-targ.fits.gz 210648987 2 4 15.907
210600000/50000/ktwo210650147-c04_lpd-targ.fits.gz 210650147 2 4 11.708
210600000/47000/ktwo210647548-c04_lpd-targ.fits.gz 210647548 2 4 11.976
210600000/85000/ktwo210685483-c04_lpd-targ.fits.gz 210685483 2 4 10.967
210600000/51000/ktwo210651435-c04_lpd-targ.fits.gz 210651435 2 4 13.032
210600000/57000/ktwo210657134-c04_lpd-targ.fits.gz 210657134 2 4 15.193
210700000/16000/ktwo210716568-c04_lpd-targ.fits.gz 210716568 2 4 9.938
210700000/09000/ktwo210709172-c04_lpd-targ.fits.gz 210709172 2 4 13.056
210600000/69000/ktwo210669141-c04_lpd-targ.fits.gz 210669141 2 4 13.04
210600000/79000/ktwo210679638-c04_lpd-targ.fits.gz 210679638 2 4 12.206
210600000/94000/ktwo210694038-c04_lpd-targ.fits.gz 210694038 2 4 13.321
210600000/68000/ktwo210668583-c04_lpd-targ.fits.gz 210668583 2 4 11.958
210600000/79000/ktwo210679235-c04_lpd-targ.fits.gz 210679235 2 4 15.273
210600000/87000/ktwo210687882-c04_lpd-targ.fits.gz 210687882 2 4 13.038
210700000/09000/ktwo210709514-c04_lpd-targ.fits.gz 210709514 2 4 9.795
